epoch,lr,loss,iou,dice,val_loss,val_iou,val_dice
0.0,0.001,0.08070701596115817,0.9193055503210533,0.9555134229291199,0.28464233040809633,0.7940370613736663,0.8837255490556385
1.0,0.001,0.08990093111491003,0.9066350253627947,0.9484852861980475,0.30511042594909665,0.7751798146570026,0.871149387026405
2.0,0.001,0.09372040973741468,0.9032278173492749,0.9464636015927752,0.3025840735435486,0.774146715288485,0.8705102773822315
3.0,0.001,0.09771022969434241,0.9014257241465227,0.9456388515630917,0.30162625432014467,0.7703217651131928,0.868567119118577
4.0,0.001,0.08857660090722957,0.9103567033439186,0.9505812657438324,0.28970530271530154,0.7829773545896457,0.8766611957997205
5.0,0.001,0.08552453267474135,0.9139720730960973,0.952562206471781,0.28883090019226076,0.7855471594417289,0.8782525267620214
6.0,0.001,0.0848872358308119,0.9156607016892985,0.9536114274532881,0.2924175524711609,0.7867101179827009,0.8789821179851057
7.0,0.001,0.08361730280042697,0.9170563591793759,0.9544000380510372,0.2904362630844116,0.7886513503396216,0.8798359823168638
8.0,0.001,0.07924357638890002,0.9204509364148654,0.9561921811316026,0.2846179187297821,0.7877037122433569,0.8797703778556439
9.0,0.001,0.07962755296661073,0.9197596708907237,0.9558635830916512,0.29730893731117247,0.7834284287081793,0.876890197818012
10.0,0.001,0.07719916832797667,0.9221475153262628,0.9572219271787277,0.2899979281425476,0.7896790044342281,0.8810000027243449
11.0,0.001,0.07618304370832042,0.9225839637454427,0.957450968229895,0.29141502022743226,0.7855910097419817,0.8781919526671732
12.0,0.001,0.07633830317679574,0.9226155789082269,0.9574259332613592,0.2902003228664398,0.7833356554672625,0.8769642767925991
13.0,0.001,0.07621082908966963,0.9232433497339347,0.9578073339465337,0.29246002197265625,0.7859848513681933,0.878610646872384
14.0,0.001,0.07768824195661464,0.9213306211735225,0.9568043833029715,0.30419153571128843,0.7748515214921319,0.8713463591022805
15.0,0.001,0.07950939271880798,0.9182663473046296,0.955158458573033,0.30763216614723204,0.7662826461185237,0.8659114199986668
16.0,0.001,0.07964071570073857,0.916170451257213,0.9541091543316597,0.30260624647140505,0.7691876803995609,0.8679378051967315
17.0,0.001,0.07992053994861971,0.9173962008021367,0.954698836574171,0.29094013690948484,0.7815920167620634,0.8754336510890711
18.0,0.001,0.08176166941137875,0.9161647686334788,0.9539887707962852,0.3053169500827789,0.7684065800150212,0.8671271540808527
19.0,0.001,0.08063341101803699,0.9166683509801777,0.9542986527285512,0.2892228651046753,0.783803057962677,0.8769420810988449
20.0,0.001,0.07970652423110329,0.9177638383974448,0.9548117248341701,0.2911471724510193,0.7853113477251427,0.8780830321939799
21.0,0.001,0.0775628469571346,0.9198617743788878,0.9560917318380531,0.29428237199783325,0.7830835116047165,0.876949319331136
22.0,0.001,0.07598052621513855,0.92239181405429,0.9573436624760563,0.28565685272216795,0.7913998811402156,0.8819370702041622
23.0,0.001,0.07533478403166563,0.9233751767356616,0.957929540523752,0.28970624804496764,0.7899835701538765,0.8810841353643233
24.0,0.001,0.07258907595978063,0.925947115282635,0.9593759491508255,0.289704806804657,0.7867622006765838,0.8790451383578973
25.0,0.001,0.07188001355829358,0.9265520445311787,0.9596624445266798,0.30103678703308107,0.7753749445426252,0.8718590167026602
