epoch,lr,loss,iou,dice,val_loss,val_iou,val_dice
0.0,0.001,1.1624924516677857,0.21815759194168746,0.0989068572987704,1.7049083662033082,0.049399045589843024,0.08599596579666514
1.0,0.001,1.0161077547073365,0.3528409685045892,0.1503855856327954,0.9618650579452515,0.4057808453001083,0.1840814445444634
2.0,0.001,0.8969452619552613,0.40719885183928234,0.22578352819789976,0.8435031628608703,0.4658115151364597,0.2622478799543277
3.0,0.001,0.7686683821678162,0.47247387501839005,0.34277038285320716,0.7247986578941346,0.4929584849930863,0.38387486058292375
4.0,0.001,0.6638367581367492,0.48458740406064527,0.45388241093270865,0.656494414806366,0.5380794059236765,0.47446155428588327
5.0,0.001,0.5778959202766418,0.5148443035488153,0.5505213519793275,0.6213500308990478,0.40258789125868,0.5043584024937345
6.0,0.001,0.5148381149768829,0.548817454175641,0.6266544006734561,0.5269171452522278,0.5465051899563265,0.6373578859159248
7.0,0.001,0.48614009022712706,0.5450398386032473,0.6499064559955842,0.4907600748538971,0.5654599739591257,0.6716590805762007
8.0,0.001,0.4441042757034302,0.5812921259478527,0.6946673219414942,0.45596378803253174,0.5914296072899144,0.7121761276154834
9.0,0.001,0.4419696485996246,0.5702514975104629,0.6919566263696195,0.5049576318264007,0.5296573597055575,0.6652034650790017
10.0,0.001,0.4173305606842041,0.5951877589804659,0.7168366592479384,0.4203340005874634,0.6303752460798391,0.7424728987230245
11.0,0.001,0.4012082636356354,0.6056145434812251,0.7310340501162397,0.5132837533950806,0.4997601115001074,0.6510629347982696
12.0,0.001,0.4140722632408142,0.5924253105171544,0.7205881723261346,0.4180545389652252,0.6371571216572341,0.742296244706344
13.0,0.001,0.41287762761116026,0.5867283283560698,0.7199495618980798,0.44192872285842894,0.5924897860225553,0.7230976156949628
14.0,0.001,0.38745972990989686,0.622335880839912,0.7486303445686048,0.43698988914489745,0.5789898443013061,0.715683283040877
15.0,0.001,0.3782515251636505,0.6238545694420732,0.7502735131154687,0.39203914046287536,0.6529401891762293,0.7731770417608078
16.0,0.001,0.374674528837204,0.6270929416612501,0.755166074063247,0.3920066666603088,0.6516509826013148,0.7741791971866004
17.0,0.001,0.3643603909015656,0.6415372389485594,0.766089310618857,0.38192211866378784,0.6582827500194306,0.7805856282306345
18.0,0.001,0.36428414344787596,0.6374225041254631,0.7643552325228771,0.3924151837825775,0.6353907127809237,0.763914822837342
