epoch,lr,loss,iou,dice,val_loss,val_iou,val_dice
0.0,0.001,0.11110785346282157,0.8901355926865805,0.9388798839960065,0.3104186224937439,0.7602786098195407,0.8615518834775634
1.0,0.001,0.10638417388263502,0.8920267647942701,0.9399893817742621,0.3068765723705292,0.7758639920874956,0.8717519562173105
2.0,0.001,0.10794676165831717,0.8939279430269743,0.9411152703476168,0.30842467188835143,0.758480158765107,0.8601534582225417
3.0,0.001,0.10748022766489732,0.8909841970691572,0.9394987489358033,0.3131678855419159,0.7503144352585973,0.8551917816283137
4.0,0.001,0.10516962114133332,0.8934244120926168,0.9409296035738486,0.30131350755691527,0.7769945024502811,0.8718822888786157
5.0,0.001,0.10443520056573968,0.895085356295572,0.94184732655757,0.29841881632804873,0.7819250659179657,0.8747614368277938
6.0,0.001,0.10497663384989689,0.8963094601234679,0.9424249548945407,0.2939714062213898,0.7755047481330655,0.8713869720110141
7.0,0.001,0.10565088036813235,0.8958624490733909,0.942193007548048,0.2950915288925171,0.7731181864600579,0.8699611067367802
8.0,0.001,0.10598576840601469,0.8963223206679783,0.9427121738341463,0.3293327856063843,0.7523652069721386,0.8567730089125246
9.0,0.001,0.1104279090856251,0.8915495889257367,0.9398516073837895,0.326652866601944,0.749008957216922,0.8542971984997035
10.0,0.001,0.10639452604871047,0.8932443594019153,0.9409137475944599,0.2954087734222412,0.7711236184120487,0.8683042397566679
11.0,0.001,0.10123105610671797,0.8977010564795986,0.9433736952725785,0.3071090507507324,0.7673410919307156,0.8657621918722676
12.0,0.001,0.09687720355234648,0.902354201183159,0.9458951903382857,0.29684945940971375,0.7735295014844346,0.8701467294857237
13.0,0.001,0.09465048237850791,0.9057148161323791,0.9477319338425376,0.30823696255683897,0.7683992200132329,0.8668101249878254
14.0,0.001,0.09678753689715737,0.9033059443428287,0.9465181984410321,0.3011514329910278,0.7770214865189478,0.8724239810085709
15.0,0.001,0.10011301210052088,0.9019439487531486,0.9458209274081869,0.3101450514793396,0.772730343285745,0.869581457227783
16.0,0.001,0.1148786302303013,0.8917066378965367,0.939980360255786,0.29990950107574466,0.7736003189584992,0.8704958250718472
17.0,0.001,0.10939073741436005,0.8949686161168093,0.9418069827332193,0.3010373842716217,0.7651963544335665,0.8649399077907306
18.0,0.001,0.105072168613735,0.8989249652219163,0.9440855448867054,0.2985877001285553,0.7683877859181087,0.8666044840267493
19.0,0.001,0.10147934690902108,0.9005798836246538,0.9448991756053716,0.30082056045532224,0.7694029295801407,0.8675271134814275
20.0,0.001,0.09858138034218236,0.9017359275752141,0.9457128367445167,0.2991594421863556,0.7665864625741721,0.8658128914114787
21.0,0.001,0.09716920771096882,0.9018422614727721,0.9457367333424109,0.2966656494140625,0.7688742225594634,0.8672307246030357
22.0,0.001,0.09719051069334933,0.9024936136838994,0.9461339921379611,0.298238046169281,0.7628925695884441,0.8634234265014672
23.0,0.001,0.09925634541009602,0.901496305438335,0.9454748476667699,0.2976011490821838,0.7739472306545083,0.8707244546295054
24.0,0.001,0.09641574752958197,0.9032914148117903,0.9465360774151876,0.30455305337905886,0.7635704704293406,0.8640541005708829
25.0,0.001,0.09438370005080575,0.904736071650102,0.947458147451071,0.3067776083946228,0.7731924038613462,0.8701480582034019
26.0,0.001,0.1011513121190824,0.9010019564886058,0.9452459266945082,0.31481504917144776,0.7584475394613438,0.8601447391850805
27.0,0.001,0.09742685443476627,0.9010002548961216,0.9454234434348255,0.3058668828010559,0.7624129859179631,0.8627306581172618
28.0,0.001,0.09513246784084721,0.9029544552871475,0.9465314669100099,0.29683937549591066,0.7746697869669356,0.8710429167788704
29.0,0.001,0.09143267298999586,0.9080359578567808,0.949282894766485,0.3046330976486206,0.7675911648694389,0.8665384665086207
30.0,0.001,0.0893101836505689,0.9099026746141292,0.9501764333382259,0.301386559009552,0.7660844255187501,0.8653513073013235
